,train,val,test
0,23G068252-002-1,25G084572-001-1,24G044299-002-1
1,23G068252-002-2,25G084572-001-2,24G044299-002-2
2,23G075065-001-1,25G084572-001-3,24G044299-002-3
3,23G075065-001-2,25G084572-001-4,24G044299-002-4
4,23G075065-001-3,25G098473-001-1,23G100152-001-1
5,23G075065-001-4,25G098473-001-2,23G100152-001-2
6,23G075065-001-5,25G098473-001-3,23G100152-001-3
7,23G075065-001-6,25G098473-001-4,23G100152-001-4
8,23G092685-001-1,25G050827-001-1,24G021163-001-1
9,23G092685-001-2,25G050827-001-2,24G021163-001-2
10,23G092685-001-3,25G050827-001-3,24G021163-001-3
11,23G092685-001-4,25G050827-001-4,24G021163-001-4
12,23G100037-002-1,25G050827-001D-1,24G121321-001-1
13,23G100037-002-2,25G050827-001D-2,24G121321-001-2
14,23G109760-001-1,25G050827-001D-3,24G121321-001-3
15,23G109760-001-2,25G050827-001D-4,24G121321-001-4
16,23G109760-001-3,23G113311-001-1,24G121321-001D-1
17,23G109760-001-4,23G113311-001-2,24G121321-001D-2
18,23G116881-002-1,23G113311-001-3,24G121321-001D-3
19,23G116881-002-2,23G113311-001-4,24G121321-001D-4
20,23G116881-002-3,23G113311-001-5,24G121321-001D-5
21,23G116881-003-1,23G113311-001-6,24G121321-001D-6
22,23G116881-003-2,25G017036-001-1,23G085500-001-1
23,23G116881-003-3,25G017036-001-2,23G085500-001-2
24,23G116881-003-4,25G017036-001-3,23G085500-001-3
25,23G116881-003-5,25G017036-001-4,23G085500-001-4
26,23G116881-003-6,24G095750-001-1,23G085500-001-5
27,24G000715-001-1,24G095750-001-2,25G005746-001-1
28,24G000715-001-2,24G095750-001-3,25G005746-001-2
29,24G012954-001-1,25G088475-001-1,25G005746-001-3
30,24G012954-001-2,25G088475-001-2,25G005746-001-4
31,24G012954-001-3,25G088475-001-3,24G072240-001-1
32,24G012954-001-4,25G088475-001-4,24G072240-001-2
33,24G012954-001-5,24G033428-001-1,24G072240-001-3
34,24G012954-001-6,24G033428-001-2,24G072240-001-4
35,24G013161-001-1,24G033428-001-3,25G084601-001-1
36,24G013161-001-2,24G033428-001-4,25G084601-001-2
37,24G013161-001-3,24G033428-001-5,25G084601-001-3
38,24G013161-001-4,,25G084601-001-4
39,24G016912-001-1,,
40,24G016912-001-2,,
41,24G016912-001-3,,
42,24G016912-001-4,,
43,24G019106-001-1,,
44,24G019106-001-2,,
45,24G019106-001-3,,
46,24G019106-001-4,,
47,24G019106-001-5,,
48,24G031191-001-1,,
49,24G031191-001-2,,
50,24G031191-001-3,,
51,24G031191-001-4,,
52,24G037700-001-1,,
53,24G037700-001-2,,
54,24G037700-001-3,,
55,24G037700-001-4,,
56,24G038355-002-1,,
57,24G038355-002-2,,
58,24G054539-002-1,,
59,24G054539-002-2,,
60,24G069959-002-1,,
61,24G069959-002-2,,
62,24G069959-002-3,,
63,24G069959-002-4,,
64,24G070697-002-1,,
65,24G070697-002-2,,
66,24G070697-002-3,,
67,24G070697-002-4,,
68,24G094172-001-1,,
69,24G094172-001-2,,
70,24G094172-001-3,,
71,24G094172-001-4,,
72,24G099680-003-1,,
73,24G099680-003-2,,
74,24G099680-003-3,,
75,24G099680-003-4,,
76,24G103891-003-1,,
77,24G103891-003-2,,
78,24G103891-003-3,,
79,24G103891-003-4,,
80,24G103891-003-5,,
81,24G115797-002-1,,
82,24G115797-002-2,,
83,24G117782-003-1,,
84,24G117782-003-2,,
85,24G117782-003-3,,
86,24G117782-003-4,,
87,24G120277-004-1,,
88,24G120277-004-2,,
89,24G120277-004-3,,
90,24G120277-004-4,,
91,24G120277-004-5,,
92,24G124181-001-1,,
93,24G124181-001-2,,
94,24G124181-001-3,,
95,24G124181-001-4,,
96,24G125015-003-1,,
97,24G125015-003-2,,
98,24G125015-003-3,,
99,24G125015-003-4,,
100,25G005067-002-1,,
101,25G005067-002-2,,
102,25G008366-002-1,,
103,25G008366-002-2,,
104,25G008366-002-3,,
105,25G008366-002-4,,
106,25G008366-002-5,,
107,25G008366-003-1,,
108,25G008366-003-2,,
109,25G008366-003-3,,
110,25G008366-003-4,,
111,25G008366-003-5,,
112,25G008366-003-6,,
113,25G010990-002-1,,
114,25G010990-002-2,,
115,25G027985-001-1,,
116,25G027985-001-2,,
117,25G027985-001-3,,
118,25G028295-001-1,,
119,25G028295-001-2,,
120,25G028295-001-3,,
121,25G028295-001-4,,
122,25G035789-001-1,,
123,25G035789-001-2,,
124,25G035789-001-3,,
125,25G035789-001-4,,
126,25G035789-002-1,,
127,25G035789-002-2,,
128,25G035789-002-3,,
129,25G035789-002-4,,
130,25G046033-002-1,,
131,25G046033-002-2,,
132,25G046033-002-3,,
133,25G046033-002-4,,
134,25G051075-001-1,,
135,25G051075-001-2,,
136,25G051075-001-3,,
137,25G051075-001-4,,
138,25G064241-001-1,,
139,25G064241-001-2,,
140,25G064241-002-1,,
141,25G064241-002-2,,
142,25G088548-001-1,,
143,25G088548-001-2,,
144,25G088548-001-3,,
145,25G088548-001-4,,
146,25G088548-001D-1,,
147,25G088548-001D-2,,
148,25G088548-001D-3,,
149,25G088548-001D-4,,
150,25G095565-001-1,,
151,25G095565-001-2,,
152,25G095565-001-3,,
153,25G095565-001-4,,
154,25G096905-001-1,,
155,25G096905-001-2,,
156,25G096905-001-3,,
157,25G098382-002-1,,
158,25G098382-002-2,,
159,25G120205-001-1,,
160,25G120205-001-2,,
161,25G120205-001-3,,
162,25G120205-001-4,,
163,23G104976-002-1,,
164,23G104976-002-2,,
165,24G002499-002-1,,
166,24G002499-002-2,,
167,24G011777-002-1,,
168,24G011777-002-2,,
169,24G011777-002-3,,
170,24G011777-002-4,,
171,24G011777-002-5,,
172,24G011777-002-6,,
173,24G011777-002-7,,
174,24G019386-001-1,,
175,24G019386-001-2,,
176,24G019386-001-3,,
177,24G019386-001-4,,
178,24G027094-001-1,,
179,24G027094-001-2,,
180,24G027094-001-3,,
181,24G027094-001-4,,
182,24G042860-003-1,,
183,24G042860-003-2,,
184,24G042860-003-3,,
185,24G042860-003-4,,
186,24G042860-003-5,,
187,24G042860-003-6,,
188,24G075578-001-1,,
189,24G075578-001-2,,
190,24G075578-001-3,,
191,24G075578-001-4,,
192,24G075578-001-5,,
193,24G079991-001-1,,
